dataset,eps,min_samples,metric,algorithm,leaf_size,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,adjusted_mutual_info_score,normalized_mutual_info_score,silhouette_score,davies_bouldin_score,calinski_harabasz_score,dunn_score,c_index_score,ratkowsky_lance_score,mc_clain_rao_score
dermatology_RL.csv,0.6797346464278298,11,euclidean,ball_tree,35,mean,Real,0.006259380024857819,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.1201241775490994,15,manhattan,auto,12,mean,Real,0.006847329903393986,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2952518544830093,3,euclidean,brute,3,mean,Real,0.007893516914919019,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2681926030555177,13,manhattan,auto,16,mean,Real,0.005578520009294152,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.35242429113849777,3,l1,kd_tree,29,mean,Real,0.01145889691542834,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6353288255259415,7,l1,kd_tree,20,mean,Real,0.01571706205140799,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9386412619596802,7,l2,auto,30,mean,Real,0.009421093971468508,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6288481333405754,12,manhattan,brute,32,mean,Real,0.006893969024531543,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9944369504581168,10,euclidean,ball_tree,42,mean,Real,0.0074063410283997655,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3764506414182313,2,manhattan,auto,39,mean,Real,0.007459708955138922,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2719366465802433,6,euclidean,brute,4,mean,Real,0.009990103077143429,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.03836093764934663,14,euclidean,brute,18,mean,Real,0.008249884936958551,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.31596947352411103,18,l1,ball_tree,22,mean,Real,0.007332311011850835,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6500629902144,11,l2,kd_tree,31,mean,Real,0.011303049977868795,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4247956832092917,17,euclidean,kd_tree,43,mean,Real,0.010776196024380624,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7923876179747222,16,l1,kd_tree,19,mean,Real,0.015437718946486713,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.39101875698450345,9,l1,ball_tree,15,mean,Real,0.007667264901101589,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.11636562306345645,8,l2,kd_tree,17,mean,Real,0.015376126975752413,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9853771176126396,17,l2,brute,10,mean,Real,0.009881510050036013,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.13842044295130793,8,l2,ball_tree,6,mean,Real,0.0057209699880331755,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8094510938830486,2,l1,auto,21,mean,Real,0.005608516978099942,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5560991135888907,9,l1,kd_tree,29,mean,Real,0.011986363097094,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7294992957507448,17,l1,ball_tree,5,mean,Real,0.006612295983359218,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7306610288048093,17,l2,auto,14,mean,Real,0.008962269057519734,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.06049895977289323,9,l1,kd_tree,18,mean,Real,0.015141407959163187,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.045409574983909635,12,l1,ball_tree,13,mean,Real,0.007438623928464948,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.853749835960306,2,euclidean,kd_tree,20,mean,Real,0.015313614974729715,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7160000474692956,4,euclidean,auto,47,mean,Real,0.007892106892541051,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8692152381323158,5,manhattan,kd_tree,12,mean,Real,0.015265914029441776,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.18852832244612533,8,manhattan,brute,37,mean,Real,0.0060584970051422715,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3071162467767573,19,l2,ball_tree,4,mean,Real,0.006480849930085242,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3296432911650004,18,l1,brute,39,mean,Real,0.005648608086630702,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4993605383815,2,euclidean,kd_tree,39,mean,Real,0.011095875990577042,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.03914783622537493,13,manhattan,kd_tree,38,mean,Real,0.013811465934850277,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4515549973234051,6,euclidean,ball_tree,45,mean,Real,0.00649348902516067,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4645343507407933,10,euclidean,kd_tree,29,mean,Real,0.011978546041063964,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.1528444126521785,11,euclidean,auto,24,mean,Real,0.007626199047081171,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9934149114007572,15,euclidean,ball_tree,6,mean,Real,0.006259566987864672,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7192612853711194,13,l2,kd_tree,47,mean,Real,0.008657186990603805,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5097279868081234,2,l1,brute,18,mean,Real,0.006637171027250588,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.938564496258741,10,euclidean,ball_tree,16,mean,Real,0.007158712949603795,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6023048705120401,13,euclidean,brute,34,mean,Real,0.005304240970872343,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5454246988404602,15,manhattan,brute,11,mean,Real,0.005953284096904099,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6134336599477179,16,euclidean,brute,14,mean,Real,0.008085274021141231,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6183287296336781,9,l2,kd_tree,34,mean,Real,0.011423354968428612,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7621349309769727,10,l1,brute,39,mean,Real,0.006129333982244134,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5216055730603282,13,manhattan,ball_tree,16,mean,Real,0.006686611101031303,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3549322457062601,5,l2,brute,46,mean,Real,0.009261030005291104,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.12149748910862393,18,l2,auto,8,mean,Real,0.005247745895758271,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6433283933519588,17,manhattan,brute,14,mean,Real,0.010265005985274913,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5061957908656463,11,manhattan,ball_tree,43,mean,Real,0.0069952139165252464,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6997253798771406,11,l1,kd_tree,29,mean,Real,0.012880836031399669,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.01403250762076259,11,manhattan,brute,28,mean,Real,0.006230992963537574,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2985095805976385,11,euclidean,auto,19,mean,Real,0.008382790954783559,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8981484011943199,12,manhattan,ball_tree,30,mean,Real,0.010955389006994665,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6510956556438254,11,euclidean,auto,27,mean,Real,0.008612995967268944,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.0955347575137844,19,l1,auto,36,mean,Real,0.005899694049730897,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6043441466836885,19,manhattan,auto,22,mean,Real,0.006438951008021832,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.963366136793374,12,l1,brute,5,mean,Real,0.006092158961109817,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.463506499428108,10,manhattan,brute,21,mean,Real,0.0054477170342579475,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.882769989158088,14,l1,ball_tree,28,mean,Real,0.007075789035297929,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9343529655539796,16,euclidean,brute,38,mean,Real,0.007763610105030238,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8247633805868212,3,l1,kd_tree,45,mean,Real,0.011534550925716758,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.33860045314583403,7,euclidean,auto,19,mean,Real,0.0075054799672216186,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.10169552250873087,18,l2,ball_tree,9,mean,Real,0.006005567964166403,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2776486764374346,17,manhattan,brute,40,mean,Real,0.005913926986977458,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6152767225436445,18,l2,kd_tree,6,mean,Real,0.020981285953894258,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.13214602296130876,13,l1,ball_tree,34,mean,Real,0.006653771037235856,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.05251589482056826,15,l2,brute,24,mean,Real,0.00911567802540958,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8806414147872906,13,l1,auto,39,mean,Real,0.006419432000257075,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8136232394259558,13,l2,kd_tree,38,mean,Real,0.011243824032135308,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8008978239790328,8,euclidean,brute,34,mean,Real,0.007744953967630862,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.10313017379888197,9,l1,auto,15,mean,Real,0.006583657930605114,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9584090379597654,10,manhattan,auto,16,mean,Real,0.006386638036929071,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.945499051472404,4,euclidean,auto,33,mean,Real,0.008564972085878253,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8292500744982774,7,l2,ball_tree,28,mean,Real,0.005973026971332729,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5312448714349439,16,l1,ball_tree,2,mean,Real,0.005917549016885459,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5278299657790642,7,l2,brute,47,mean,Real,0.009127408964559436,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6413610771521466,10,l1,ball_tree,9,mean,Real,0.0065091290744021535,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.013279221800740992,14,euclidean,auto,42,mean,Real,0.007713843951933086,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4645074536376523,19,l2,kd_tree,40,mean,Real,0.011033985065296292,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9703747841610864,4,euclidean,brute,10,mean,Real,0.007942622993141413,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.1379967126726821,5,euclidean,ball_tree,34,mean,Real,0.006470448919571936,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.12450978149018856,12,manhattan,auto,36,mean,Real,0.007562823942862452,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.97528062339827,16,l1,brute,3,mean,Real,0.006309062009677291,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6140859681391453,7,euclidean,brute,13,mean,Real,0.0078081460669636735,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7360144828725753,11,manhattan,brute,22,mean,Real,0.0059105560649186355,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4422613387589417,13,l2,ball_tree,45,mean,Real,0.006148510961793363,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4014780721132063,3,euclidean,ball_tree,7,mean,Real,0.007220544968731701,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7884278631921394,15,l2,auto,24,mean,Real,0.008689727052114904,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4945131321724001,18,euclidean,auto,35,mean,Real,0.008142667007632555,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.1641218055688651,11,l2,kd_tree,35,mean,Real,0.011589682078920305,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8253202707816869,3,euclidean,kd_tree,44,mean,Real,0.011739418958313765,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8329593411349658,3,euclidean,auto,36,mean,Real,0.005507410038262607,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5501085086965918,9,l2,brute,8,mean,Real,0.008922745008021593,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3003605043730419,10,euclidean,auto,11,mean,Real,0.007063893019221723,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4604366028789775,19,l2,auto,22,median,Real,0.009227507980540395,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6821534450565168,14,euclidean,ball_tree,30,median,Real,0.005575646995566785,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.07923800021254578,2,euclidean,auto,30,median,Real,0.008103732019662857,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.14818410242049182,12,manhattan,brute,35,median,Real,0.005996933905407786,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6797346464278298,11,euclidean,ball_tree,35,median,Real,0.006745951948687434,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.1201241775490994,15,manhattan,auto,12,median,Real,0.005751623073592782,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2952518544830093,3,euclidean,brute,3,median,Real,0.008157502976246178,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2681926030555177,13,manhattan,auto,16,median,Real,0.005769251030869782,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.35242429113849777,3,l1,kd_tree,29,median,Real,0.011574496049433948,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6353288255259415,7,l1,kd_tree,20,median,Real,0.015296357916668056,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9386412619596802,7,l2,auto,30,median,Real,0.009298648918047549,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6288481333405754,12,manhattan,brute,32,median,Real,0.006307726027444005,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9944369504581168,10,euclidean,ball_tree,42,median,Real,0.006028515053912997,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3764506414182313,2,manhattan,auto,39,median,Real,0.0067532180109992615,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.2719366465802433,6,euclidean,brute,4,median,Real,0.007970073958858848,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.03836093764934663,14,euclidean,brute,18,median,Real,0.011352205998264251,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.31596947352411103,18,l1,ball_tree,22,median,Real,0.008203650009818375,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.6500629902144,11,l2,kd_tree,31,median,Real,0.012681700987741351,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.4247956832092917,17,euclidean,kd_tree,43,median,Real,0.011613777955062687,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7923876179747222,16,l1,kd_tree,19,median,Real,0.01614233001600951,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.39101875698450345,9,l1,ball_tree,15,median,Real,0.006968594039790332,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.11636562306345645,8,l2,kd_tree,17,median,Real,0.015265185968019068,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.9853771176126396,17,l2,brute,10,median,Real,0.009068976039998232,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.13842044295130793,8,l2,ball_tree,6,median,Real,0.006450771004892886,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8094510938830486,2,l1,auto,21,median,Real,0.0071909070247784266,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.5560991135888907,9,l1,kd_tree,29,median,Real,0.01181208691559732,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7294992957507448,17,l1,ball_tree,5,median,Real,0.006887582014314829,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7306610288048093,17,l2,auto,14,median,Real,0.008028301992453635,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.06049895977289323,9,l1,kd_tree,18,median,Real,0.02572448702994734,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.045409574983909635,12,l1,ball_tree,13,median,Real,0.008422421989962459,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.853749835960306,2,euclidean,kd_tree,20,median,Real,0.016642818925902247,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.7160000474692956,4,euclidean,auto,47,median,Real,0.00823782104998827,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.8692152381323158,5,manhattan,kd_tree,12,median,Real,0.01760876795742661,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.18852832244612533,8,manhattan,brute,37,median,Real,0.0066160999704152346,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3071162467767573,19,l2,ball_tree,4,median,Real,0.006453148904256523,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dermatology_RL.csv,0.3296432911650004,18,l1,brute,39,median,Real,0.0055995730217546225,0.19902687326895727,0.0,-6.620355126695836e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
