dataset,eps,min_samples,metric,algorithm,leaf_size,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,silhouette_score,adjusted_mutual_info_score,normalized_mutual_info_score
dim512.csv,0.518392840377849,8,manhattan,kd_tree,16,None,Synthetic,0.2140976930022589,0.08909944084491146,0.00042057483617034206,-0.04563485201264897,0.020435166772712104,0.030898930222936112
dim512.csv,0.3458929229669878,3,l1,brute,44,None,Synthetic,0.25412331800180255,0.1503119063879117,0.0003933503347810494,-0.696900470519228,0.04564336627482445,0.09273104044423894
dim512.csv,0.5110499401252036,11,manhattan,kd_tree,37,None,Synthetic,0.19528471000376157,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.9479024100543341,3,euclidean,brute,12,None,Synthetic,0.01888110500294715,0.9993897691644046,0.9946970502448628,0.975793523037676,0.9948079288318071,0.9950398000656072
dim512.csv,0.015479483511268297,5,l2,kd_tree,27,None,Synthetic,0.19463636199361645,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.9319545925269784,6,l2,brute,48,None,Synthetic,0.020155039004748687,0.9992711663060757,0.9936612087550563,0.9738008476808941,0.9940730956765288,0.9943386809868026
dim512.csv,0.9986243671713646,6,manhattan,ball_tree,11,None,Synthetic,0.0809529210018809,0.32060456850558483,0.004634604065099625,-0.6097451174697371,0.18961291839546382,0.24376897582584978
dim512.csv,0.22498121816909775,5,euclidean,ball_tree,42,None,Synthetic,0.08882254500349518,0.6124077719305293,0.043191790304642305,-0.23167043125823494,0.43938058395049406,0.47368930762691797
dim512.csv,0.2269525923197394,3,manhattan,ball_tree,20,None,Synthetic,0.07892189700214658,0.10405487869031838,0.00019592919995881344,-0.3660450264893476,0.020337881931839146,0.046451963178443655
dim512.csv,0.7789635174670835,7,l1,auto,15,None,Synthetic,0.2573325359990122,0.23533867811375545,0.002823615120007227,-0.4649311639939603,0.12744646806506144,0.17307881132122246
dim512.csv,0.8813235739664083,15,l2,brute,17,None,Synthetic,0.016976152001006994,0.9991563893464026,0.992657189566052,0.971802764097758,0.993435837753773,0.9937307592083531
dim512.csv,0.7285308047939748,12,l1,brute,28,None,Synthetic,0.24696006500016665,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.4656017650194545,19,l1,kd_tree,21,None,Synthetic,0.18223435499385232,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.6065973921404065,2,l1,ball_tree,32,None,Synthetic,0.08096953199856216,0.22835832601630215,0.0013985744509778914,-0.7912509478846073,0.10568279707915175,0.16453106170655102
dim512.csv,0.08191425008776543,15,l1,brute,22,None,Synthetic,0.2495854730004794,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.1629671653506033,10,l1,auto,13,None,Synthetic,0.2464516879990697,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.22228208585079573,10,euclidean,brute,4,None,Synthetic,0.019546420997357927,0.6001381149414733,0.039772649429392036,-0.25300066054251835,0.42874264978035653,0.4640088038687987
dim512.csv,0.21833873791832792,4,euclidean,kd_tree,31,None,Synthetic,0.23380300799908582,0.584205159989517,0.03561334765202498,-0.28015314469534075,0.4148806294949974,0.45141619796758853
dim512.csv,0.5547305368538556,15,manhattan,brute,30,None,Synthetic,0.2545163219983806,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.09069454823676784,15,manhattan,ball_tree,6,None,Synthetic,0.07014940299995942,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.5890353141409855,15,manhattan,kd_tree,48,None,Synthetic,0.1641654400009429,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.09321006748846693,7,euclidean,kd_tree,45,None,Synthetic,0.16720485699624987,0.09753746033021331,0.00045719838900197795,-0.10882747476200853,0.02510346173068174,0.03996175940898565
dim512.csv,0.4527054057089948,14,euclidean,auto,49,None,Synthetic,0.02018314800079679,0.9528764062568746,0.6264855969947369,0.6372624952052326,0.8251169787769683,0.8332150616563155
dim512.csv,0.3104688153818003,5,l2,auto,37,None,Synthetic,0.020865149002929684,0.8324906791543999,0.21297054849932281,0.2290028978331155,0.6513477643255663,0.6692792073690056
dim512.csv,0.5623708100600988,4,manhattan,auto,33,None,Synthetic,0.25474634599959245,0.20508921039190592,0.0013647280789556853,-0.6304872303045921,0.0931644064757245,0.1445451647088788
dim512.csv,0.7846691939737731,9,manhattan,brute,27,None,Synthetic,0.2547221570057445,0.1852959236962772,0.002432178690818387,-0.26665325392180733,0.09618065053652679,0.12870202075455184
dim512.csv,0.27297434316797436,12,l1,brute,2,None,Synthetic,0.25502495800174074,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.06820039010439624,9,l1,brute,45,None,Synthetic,0.24526140200032387,0.06158357771260997,0.0,0.0,0.0,0.0
dim512.csv,0.23990035716453495,4,euclidean,kd_tree,36,None,Synthetic,0.17572146600286942,0.664860842501143,0.061868226499668735,-0.1366872664280133,0.48570056376961696,0.5159640210421855
dim512.csv,0.09878830739883696,6,l1,kd_tree,15,None,Synthetic,0.2278415960026905,0.06158357771260997,0.0,0.0,0.0,0.0
3d-15c-no0.csv,0.7597941957813944,15,l2,ball_tree,31,None,Synthetic,0.003516791002766695,0.12585530712871537,0.004707845458725411,0.2562771358151976,0.045499233537437234,0.05173170059356371
3d-15c-no0.csv,0.46779733013896135,2,l1,kd_tree,18,None,Synthetic,0.005649927996273618,0.9425869178678168,0.6690595857333334,0.24698963250177394,0.8180502744327108,0.8319159217827361
3d-15c-no0.csv,0.9721835648732549,11,l1,ball_tree,5,None,Synthetic,0.005326193997461814,0.13366372842028273,0.00549707662878805,0.25173348626618436,0.05018024438681304,0.0563171236993081
3d-15c-no0.csv,0.4270304216073624,2,euclidean,brute,14,None,Synthetic,0.009344881000288296,0.8015737903378353,0.3403066543997292,0.14378577194181752,0.6437608441468334,0.6621363603107553
3d-15c-no0.csv,0.7951189694400745,15,l1,brute,10,None,Synthetic,0.008106687004328705,0.5473688192789317,0.12523786218565602,0.12225853497782348,0.4523953167274869,0.46005291849393454
3d-15c-no0.csv,0.2291101806328504,7,l2,brute,22,None,Synthetic,0.010093450000567827,0.8442351101527131,0.36383914848965204,0.1587426711959312,0.7162165691139061,0.7285024232454451
3d-15c-no0.csv,0.03247281733288461,9,manhattan,brute,3,None,Synthetic,0.0077289429973461665,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.5586204362335192,11,euclidean,kd_tree,6,None,Synthetic,0.01339077799639199,0.19869355225160468,0.014462403377734809,0.18483231100265154,0.09884664088573009,0.10414977527956888
3d-15c-no0.csv,0.723560448870053,5,l2,kd_tree,11,None,Synthetic,0.011717850000422914,0.1031110102271151,0.0035500705507482823,0.18869089990331245,0.031049254985346296,0.04123829937616993
3d-15c-no0.csv,0.3791231567158081,8,l1,brute,5,None,Synthetic,0.007817694000550546,0.8736957590890175,0.4326741316647896,0.2097829737543861,0.7516512051747922,0.7623563934121278
3d-15c-no0.csv,0.17383276056137806,10,l1,brute,17,None,Synthetic,0.007584129998576827,0.28379172499022687,0.014166703163665202,-0.36525555374083896,0.19404296568449175,0.21619557429818134
3d-15c-no0.csv,0.18266278793970092,5,euclidean,brute,4,None,Synthetic,0.009166178999294061,0.8045170809215753,0.2751854543750169,0.07912194031312902,0.6549682572795958,0.6728678469281527
3d-15c-no0.csv,0.0855970966572724,9,manhattan,ball_tree,20,None,Synthetic,0.00347564100229647,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.1402098524047681,8,manhattan,auto,25,None,Synthetic,0.0038118640004540794,0.19166193772935347,0.004299889799897766,-0.4082926396777841,0.10423739411867575,0.12517549493409122
3d-15c-no0.csv,0.34357441861566235,7,manhattan,kd_tree,30,None,Synthetic,0.005005719998735003,0.853993114667272,0.38535185525371,0.1684942468515791,0.7285577856998753,0.7409732667858603
3d-15c-no0.csv,0.5712048891558716,12,manhattan,kd_tree,20,None,Synthetic,0.005999112006975338,0.9489804411152726,0.702257958330481,0.31748504510283976,0.8365443202499182,0.8427424212091256
3d-15c-no0.csv,0.16535665084752996,2,l2,auto,43,None,Synthetic,0.00458075400092639,0.885832103809632,0.37000818929334767,0.054292158502375655,0.6495042380874779,0.6954086420995172
3d-15c-no0.csv,0.9674028090876317,11,l2,kd_tree,22,None,Synthetic,0.010622166002576705,0.0817538682707222,0.0006562748998604763,0.23762382641495056,0.004291690753352009,0.0076616369319047846
3d-15c-no0.csv,0.6718105462789253,8,l2,ball_tree,37,None,Synthetic,0.004809505997400265,0.1201906707524685,0.004391670264882821,0.25411926975530225,0.041996955460036574,0.048285788208760214
3d-15c-no0.csv,0.6069474148726213,2,manhattan,auto,20,None,Synthetic,0.0061892830053693615,0.8166609919418908,0.36301629695830095,0.07740621530502861,0.6643847394599561,0.6812500258762021
3d-15c-no0.csv,0.9947731136556432,14,manhattan,brute,18,None,Synthetic,0.008305479997943621,0.13944438139194693,0.006061563125623585,0.2461827382984689,0.055528015640011585,0.0615750389707243
3d-15c-no0.csv,0.8401739797793942,12,manhattan,kd_tree,36,None,Synthetic,0.006647049005550798,0.40777311189296206,0.06988257844531844,0.1713470736507378,0.3360291972151601,0.34640982505829737
3d-15c-no0.csv,0.37644340354274863,8,manhattan,auto,35,None,Synthetic,0.004793967003934085,0.8716452918700109,0.4283305454772885,0.2045531597106795,0.7495025879582097,0.760281797920847
3d-15c-no0.csv,0.6523203971038153,11,manhattan,auto,40,None,Synthetic,0.005907331003982108,0.9288641723098652,0.6296160830056545,0.3700639080794378,0.8080598808834613,0.8134923418105212
3d-15c-no0.csv,0.3523391126215329,9,manhattan,kd_tree,21,None,Synthetic,0.005064200006017927,0.8231881864840667,0.33696697589724456,0.1595467337169633,0.7117307179507689,0.7215511034523248
3d-15c-no0.csv,0.044145121686579525,19,l2,auto,44,None,Synthetic,0.0038359860045602545,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.6470746813109416,16,euclidean,brute,4,None,Synthetic,0.010249591003230307,0.18228477029975157,0.012366790087470209,0.2005947278135418,0.09270614506461618,0.09815531193012568
3d-15c-no0.csv,0.5063562093191062,18,manhattan,ball_tree,25,None,Synthetic,0.004601764005201403,0.8777235526299196,0.46708071493854,0.22883424485331308,0.7761377065765287,0.783519036744202
3d-15c-no0.csv,0.11938017285157329,8,l2,auto,34,None,Synthetic,0.00430605099973036,0.3931953744687827,0.03128936164953744,-0.3205839112611767,0.2912506862667281,0.3161435545566476
3d-15c-no0.csv,0.024539529992128786,18,l2,auto,37,None,Synthetic,0.0038026550028007478,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.8114678031404745,3,euclidean,brute,44,None,Synthetic,0.010883928996918257,0.07945875736137908,0.00021831847101048957,0.36893600513232105,0.0006724996814137491,0.00291495478027561
3d-15c-no0.csv,0.8244113223352395,6,manhattan,ball_tree,48,None,Synthetic,0.006654859003901947,0.33603702442653755,0.05202289249481948,0.21617778479655106,0.276075057158808,0.284039023425589
3d-15c-no0.csv,0.2741499283210044,18,l2,ball_tree,9,None,Synthetic,0.003648984005849343,0.7862469892432439,0.2866356072612898,0.1272122487364357,0.6816537543852157,0.6915767209577359
3d-15c-no0.csv,0.6736663181216641,2,euclidean,brute,10,None,Synthetic,0.009967778001737315,0.1070681849708067,0.0037960866880854755,0.09229291667016475,0.03331200499048125,0.047122648343078465
3d-15c-no0.csv,0.16948568340337547,14,l1,brute,26,None,Synthetic,0.008183096993889194,0.14932596880162424,0.002457176310961361,-0.271969428871149,0.07080540509352988,0.08257295049683556
3d-15c-no0.csv,0.13463162897152353,8,manhattan,kd_tree,45,None,Synthetic,0.002768493002804462,0.18434028171855887,0.003801603104225399,-0.41604182145204893,0.0964657811682698,0.11764034164640001
3d-15c-no0.csv,0.3178841250266374,12,l2,auto,48,None,Synthetic,0.003799604994128458,0.8975825672454886,0.5067890143806388,0.25968028634586976,0.7891563330413103,0.797437907655782
3d-15c-no0.csv,0.7770140138369814,9,manhattan,kd_tree,16,None,Synthetic,0.004708906002633739,0.40891562314783286,0.07004225353075538,0.1786051016174403,0.3329432817839148,0.34330585239022926
3d-15c-no0.csv,0.8630990007370801,18,l1,ball_tree,39,None,Synthetic,0.004546375006611925,0.42476954312160303,0.0758794522144521,0.222857392883327,0.3396391229886184,0.34629746166941405
3d-15c-no0.csv,0.6471053950284865,7,manhattan,kd_tree,28,None,Synthetic,0.003948517005483154,0.8399071867236662,0.40797780906272685,0.2932235330545774,0.6868233975178751,0.6930344975492128
3d-15c-no0.csv,0.9916457524226694,9,euclidean,ball_tree,38,None,Synthetic,0.00412844899983611,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.7786021900465601,13,manhattan,kd_tree,2,None,Synthetic,0.008105245993647259,0.42493600171502793,0.07614687165426097,0.22169820582862398,0.33806007191525766,0.3447343319766298
3d-15c-no0.csv,0.18538325810094491,8,l1,ball_tree,15,None,Synthetic,0.002672180999070406,0.4343560448429362,0.04212669356421246,-0.273790365756242,0.3312480430059774,0.3542942042098612
3d-15c-no0.csv,0.5834127867538794,16,euclidean,ball_tree,31,None,Synthetic,0.0031412270036526024,0.4274631458152057,0.0762775105088394,0.2207135610427307,0.33534479522844557,0.34203216757041033
3d-15c-no0.csv,0.34408732212573195,7,l2,ball_tree,23,None,Synthetic,0.002727033002884127,0.9546576879910214,0.7253822375918582,0.3017475713895133,0.8530844507291916,0.8599445200846141
3d-15c-no0.csv,0.12244585900600632,18,l2,brute,49,None,Synthetic,0.008377359001315199,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.7959928753157008,2,l2,brute,43,None,Synthetic,0.008923535999201704,0.07945875736137908,0.00021831847101048957,0.36893600513232105,0.0006724996814137491,0.00291495478027561
3d-15c-no0.csv,0.5553829980465576,5,manhattan,ball_tree,40,None,Synthetic,0.004105049003555905,0.9198905408643236,0.5997660583801951,0.33854286216433965,0.800858860736145,0.8071573215496817
3d-15c-no0.csv,0.7612071178029205,13,l2,kd_tree,41,None,Synthetic,0.005031569999118801,0.1160039849178426,0.003744593584282481,0.2644157775353007,0.03730621678806522,0.04363446347539122
3d-15c-no0.csv,0.302436378508866,19,l2,brute,16,None,Synthetic,0.008269728001323529,0.8187619011589049,0.3441464274269809,0.16949578291830442,0.7183236068154696,0.7269188112714755
3d-15c-no0.csv,0.08993185694719943,15,euclidean,kd_tree,22,None,Synthetic,0.003691684003570117,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.6360450029459787,13,manhattan,ball_tree,26,None,Synthetic,0.0033803700061980635,0.925310533550234,0.6116349190164059,0.3404790604222236,0.7952756403812434,0.8018388835975336
3d-15c-no0.csv,0.7235028115647941,4,euclidean,auto,49,None,Synthetic,0.005226612003752962,0.10122447950163306,0.0035216490779103058,0.2020088929571029,0.030213788820322007,0.039885745594903724
3d-15c-no0.csv,0.045943350182514366,7,manhattan,ball_tree,6,None,Synthetic,0.0022780770013923757,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.550201390132649,13,l2,kd_tree,41,None,Synthetic,0.0042911909986287355,0.4270394330319424,0.07559389857342515,0.22102603760000217,0.3327666143987495,0.33947992688990636
3d-15c-no0.csv,0.2780151577518771,18,l1,kd_tree,42,None,Synthetic,0.002891035001084674,0.5015800955875862,0.0808455892766224,-0.11635461844123644,0.41676011845725525,0.4307058883076901
3d-15c-no0.csv,0.44122440361047494,7,l1,ball_tree,2,None,Synthetic,0.0033658190004643984,0.9540927376133369,0.7164543093742836,0.3280416929695155,0.8518801249105785,0.859153484538393
3d-15c-no0.csv,0.37290709591446736,7,manhattan,brute,25,None,Synthetic,0.005863419995876029,0.8905660853226396,0.46709100193612646,0.20528526670951772,0.7571929694988261,0.7696588523162916
3d-15c-no0.csv,0.7168811975115886,11,manhattan,ball_tree,45,None,Synthetic,0.0044262020019232295,0.5986733754524016,0.15457155647953008,0.25914926674038,0.4908415048744401,0.49775018446281344
3d-15c-no0.csv,0.5179523071569171,2,manhattan,auto,17,None,Synthetic,0.004121589001442771,0.923184403334216,0.5990640568991572,0.17155220325621218,0.7771034483249316,0.7918268984525385
3d-15c-no0.csv,0.28288998808240245,6,euclidean,brute,3,None,Synthetic,0.00737350699637318,0.9507534773452376,0.6928609178365538,0.3103517978715463,0.83616509720796,0.8451980945613523
3d-15c-no0.csv,0.7998527215171628,12,euclidean,kd_tree,43,None,Synthetic,0.005357623005693313,0.10240482225500952,0.0028410684792811716,0.27545624837227634,0.02455958725823686,0.030798681246317627
3d-15c-no0.csv,0.24666777272270357,16,l1,kd_tree,17,None,Synthetic,0.0030455860032816418,0.44428050795091995,0.05605339102727418,-0.17755816796511395,0.35708280557594796,0.37308374864257177
3d-15c-no0.csv,0.06650561335349678,10,l1,auto,32,None,Synthetic,0.002288537005370017,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.45317711216996426,12,l2,auto,28,None,Synthetic,0.004039539002405945,0.8346536526311807,0.38963295917078716,0.23318507806508554,0.6997376484241942,0.7066700298534152
3d-15c-no0.csv,0.826576933910317,17,manhattan,kd_tree,49,None,Synthetic,0.004473882996535394,0.4320785886328957,0.07786264096065892,0.2188843489845861,0.3402680751416782,0.3468853697751467
3d-15c-no0.csv,0.32692940763036954,16,manhattan,kd_tree,42,None,Synthetic,0.003157218001433648,0.6587069193810767,0.16872235763614968,-0.013307477942965452,0.5627991962038243,0.5759401416769738
3d-15c-no0.csv,0.3551177456738259,14,l1,ball_tree,35,None,Synthetic,0.0037263339982018806,0.7668217758105399,0.254907759545172,0.10585059762183839,0.6560188684491479,0.6668543936579926
3d-15c-no0.csv,0.8710861725005615,17,l1,ball_tree,38,None,Synthetic,0.004592815006617457,0.40750324720362174,0.07034585645676313,0.2300204007242639,0.3262087392206727,0.3330899007048086
3d-15c-no0.csv,0.9906277863902891,17,euclidean,kd_tree,6,None,Synthetic,0.013893894996726885,0.08395818358365174,0.0010016664639970268,0.24894694514069104,0.007469858174812343,0.011599638437460511
3d-15c-no0.csv,0.518392840377849,8,manhattan,kd_tree,16,None,Synthetic,0.004012227997009177,0.9662845685317596,0.7860725211342111,0.36657583306288,0.8712587549399163,0.8764258241978851
3d-15c-no0.csv,0.3458929229669878,3,l1,brute,44,None,Synthetic,0.005726268005673774,0.9542818951058651,0.7031894321257361,0.2639734713238723,0.82878361691668,0.8407656305463839
3d-15c-no0.csv,0.5110499401252036,11,manhattan,kd_tree,37,None,Synthetic,0.003651044004072901,0.9516362123103697,0.7085202037786376,0.32696548254224334,0.850732700439855,0.8572827862333618
3d-15c-no0.csv,0.9479024100543341,3,euclidean,brute,12,None,Synthetic,0.007842193001124542,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.015479483511268297,5,l2,kd_tree,27,None,Synthetic,0.002926554996520281,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.9319545925269784,6,l2,brute,48,None,Synthetic,0.009429462006664835,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.9986243671713646,6,manhattan,ball_tree,11,None,Synthetic,0.0037734150027972646,0.11082106962256776,0.003898564442456131,0.17013008942597513,0.03506390548255481,0.046274421178226936
3d-15c-no0.csv,0.22498121816909775,5,euclidean,ball_tree,42,None,Synthetic,0.002474478998919949,0.8991437470838219,0.4731744618469638,0.2093491608244653,0.7479048067774382,0.7648480195528032
3d-15c-no0.csv,0.2269525923197394,3,manhattan,ball_tree,20,None,Synthetic,0.0026890720037044957,0.826789745141805,0.2641234040664247,-0.03502299202714702,0.61652131534661,0.6557824346801734
3d-15c-no0.csv,0.7789635174670835,7,l1,auto,15,None,Synthetic,0.0046841649964335375,0.36777008537308165,0.05856489944939391,0.21753431263941303,0.29608351639357317,0.30353998806427185
3d-15c-no0.csv,0.8813235739664083,15,l2,brute,17,None,Synthetic,0.008697682998899836,0.09185740047163268,0.0014348981284835677,0.2734932240154072,0.012413609792337592,0.01808270070075917
3d-15c-no0.csv,0.7285308047939748,12,l1,brute,28,None,Synthetic,0.005840390003868379,0.557986859859519,0.13233118885977804,0.1248250242589467,0.4690285143766942,0.47641022312783565
3d-15c-no0.csv,0.4656017650194545,19,l1,kd_tree,21,None,Synthetic,0.0037294649955583736,0.83939772254379,0.3877720185475207,0.18976528324675804,0.7403721805928589,0.74820286286171
3d-15c-no0.csv,0.6065973921404065,2,l1,ball_tree,32,None,Synthetic,0.004136629999266006,0.8166609919418908,0.36301629695830095,0.07740621530502861,0.6643847394599561,0.6812500258762021
3d-15c-no0.csv,0.08191425008776543,15,l1,brute,22,None,Synthetic,0.005550065994611941,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.1629671653506033,10,l1,auto,13,None,Synthetic,0.0030304259998956695,0.21149320924601822,0.006181843122006194,-0.3247361386262993,0.1294655822753448,0.1450303738158631
3d-15c-no0.csv,0.22228208585079573,10,euclidean,brute,4,None,Synthetic,0.0070430639971164055,0.7782090568607423,0.27224236124700196,0.11951862920515288,0.6705973947546884,0.6808976052241823
3d-15c-no0.csv,0.21833873791832792,4,euclidean,kd_tree,31,None,Synthetic,0.0034644309998839162,0.9111161553109118,0.5048511417634528,0.22689063336221327,0.7545009278295366,0.7730510347551721
3d-15c-no0.csv,0.5547305368538556,15,manhattan,brute,30,None,Synthetic,0.005866519997653086,0.9485642946317103,0.6957143256009154,0.3262879924851527,0.8460388133863443,0.8523545667580118
3d-15c-no0.csv,0.09069454823676784,15,manhattan,ball_tree,6,None,Synthetic,0.0023336480007856153,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.5890353141409855,15,manhattan,kd_tree,48,None,Synthetic,0.0037647950011887588,0.9143646199825975,0.571952907134076,0.28920386059468006,0.7819703309921924,0.7890343060872304
3d-15c-no0.csv,0.09321006748846693,7,euclidean,kd_tree,45,None,Synthetic,0.003960296999139246,0.22349083847211187,0.005247439509658052,-0.47142058083952504,0.12667713669931377,0.15500467293378334
3d-15c-no0.csv,0.4527054057089948,14,euclidean,auto,49,None,Synthetic,0.004521434006164782,0.874147214971185,0.46451941137299446,0.22204141245965114,0.7320647378550202,0.740054267036085
3d-15c-no0.csv,0.3104688153818003,5,l2,auto,37,None,Synthetic,0.003860575998260174,0.9315174214050619,0.629086572699502,0.28848067286663787,0.8206928316690821,0.8280085575338795
3d-15c-no0.csv,0.5623708100600988,4,manhattan,auto,33,None,Synthetic,0.004149660002440214,0.8392060429513613,0.4021611781890436,0.1730466583496462,0.7076721529282959,0.7162734941685229
3d-15c-no0.csv,0.7846691939737731,9,manhattan,brute,27,None,Synthetic,0.005879949996597134,0.4074124516072082,0.06962453995532747,0.180653833143237,0.3326283604072801,0.3430281273391447
3d-15c-no0.csv,0.27297434316797436,12,l1,brute,2,None,Synthetic,0.0055952359980437905,0.6228931007957225,0.13277324175341274,-0.0688092344610608,0.5175989929625546,0.5343577645460659
3d-15c-no0.csv,0.06820039010439624,9,l1,brute,45,None,Synthetic,0.0056505269967601635,0.07736037024426537,0.0,0.0,9.758061332428516e-17,0.0
3d-15c-no0.csv,0.23990035716453495,4,euclidean,kd_tree,36,None,Synthetic,0.003618103000917472,0.9348945131716667,0.5983421096427083,0.268098985570711,0.7898835743339722,0.8053143855889466
3d-15c-no0.csv,0.09878830739883696,6,l1,kd_tree,15,None,Synthetic,0.0026654219982447103,0.11516412565101704,0.0005143751608851826,-0.30397726885869836,0.032077541985364756,0.04383038171712721
Statlog_RL.csv,0.7597941957813944,15,l2,ball_tree,31,None,Real,0.45539853199443314,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.46779733013896135,2,l1,kd_tree,18,None,Real,0.2889660229993751,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.9721835648732549,11,l1,ball_tree,5,None,Real,0.20700533000490395,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.4270304216073624,2,euclidean,brute,14,None,Real,0.26139504400634905,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.7951189694400745,15,l1,brute,10,None,Real,0.6065552740037674,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.2291101806328504,7,l2,brute,22,None,Real,0.32101881400012644,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.03247281733288461,9,manhattan,brute,3,None,Real,0.6030495230006636,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.5586204362335192,11,euclidean,kd_tree,6,None,Real,0.8338742350024404,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.723560448870053,5,l2,kd_tree,11,None,Real,0.8730102490007994,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.3791231567158081,8,l1,brute,5,None,Real,0.6096659319955506,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.17383276056137806,10,l1,brute,17,None,Real,0.603143935004482,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.18266278793970092,5,euclidean,brute,4,None,Real,0.26573046699923,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.0855970966572724,9,manhattan,ball_tree,20,None,Real,0.27956664100202033,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.1402098524047681,8,manhattan,auto,25,None,Real,0.60193191000144,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.34357441861566235,7,manhattan,kd_tree,30,None,Real,0.22108823599410243,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.5712048891558716,12,manhattan,kd_tree,20,None,Real,0.328137158001482,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.16535665084752996,2,l2,auto,43,None,Real,0.31501536200084956,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.9674028090876317,11,l2,kd_tree,22,None,Real,0.8591547959949821,0.28099874039847145,-0.0007505219035509533,-0.4443239296797189,0.11223271782561019,0.11475695673269071
Statlog_RL.csv,0.6718105462789253,8,l2,ball_tree,37,None,Real,0.4485601470005349,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.6069474148726213,2,manhattan,auto,20,None,Real,0.6103308500023559,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.9947731136556432,14,manhattan,brute,18,None,Real,0.6007925450030598,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.8401739797793942,12,manhattan,kd_tree,36,None,Real,0.3839645410043886,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
Statlog_RL.csv,0.37644340354274863,8,manhattan,auto,35,None,Real,0.6009782300025108,0.18953323623249724,0.0,0.0,2.579911155691767e-16,2.579911155691767e-16
